compound,layer,head,binding_score,word1,word2,prompt,tokens,word1_idx,word2_idx,domain,model
due_process,0,0,0.0814,due,process,The due process clause protects individual rights,"['<|endoftext|>', 'The', ' due', ' process', ' clause', ' protects', ' individual', ' rights']",2,3,legal,gpt2
legal_standing,0,0,0.4233,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,1,0.0004,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,2,0.1676,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,3,0.0197,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,4,0.1598,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,5,0.0007,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,6,0.2669,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,7,0.2568,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,8,0.115,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,9,0.1191,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,10,0.0856,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,0,11,0.0804,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,0,0.2873,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,1,0.1094,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,2,0.0878,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,3,0.1338,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,4,0.0886,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,5,0.0204,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,6,0.023,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,7,0.1437,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,8,0.0888,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,9,0.013,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,10,0.2967,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,1,11,0.0043,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,0,0.0948,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,1,0.0337,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,2,0.6885,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,3,0.1426,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,4,0.3682,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,5,0.1022,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,6,0.0441,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,7,0.1881,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,8,0.3706,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,9,0.6619,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,10,0.133,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,2,11,0.0646,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,0,0.0004,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,1,0.0132,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,2,0.1376,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,3,0.1441,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,4,0.0201,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,5,0.0443,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,6,0.3679,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,7,0.7258,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,8,0.0681,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,9,0.0236,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,10,0.0941,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,3,11,0.2982,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,0,0.0521,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,1,0.0307,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,2,0.019,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,3,0.4029,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,4,0.093,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,5,0.2699,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,6,0.0796,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,7,0.2339,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,8,0.0164,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,9,0.2399,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,10,0.0037,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,4,11,1.0,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,0,0.0045,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,1,0.0001,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,2,0.2498,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,3,0.1084,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,4,0.0309,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,5,0.0036,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,6,0.1644,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,7,0.1227,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,8,0.0215,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,9,0.0052,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,10,0.0301,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,5,11,0.1105,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,0,0.1335,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,1,0.0174,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,2,0.0063,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,3,0.0238,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,4,0.1261,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,5,0.0213,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,6,0.0086,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,7,0.0963,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,8,0.3189,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,9,0.0003,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,10,0.009,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,6,11,0.0358,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,0,0.3212,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,1,0.0031,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,2,0.0002,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,3,0.1308,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,4,0.0491,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,5,0.0795,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,6,0.0168,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,7,0.0052,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,8,0.074,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,9,0.0291,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,10,0.0016,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,7,11,0.0063,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,0,0.0158,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,1,0.0023,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,2,0.035,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,3,0.0091,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,4,0.0441,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,5,0.1059,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,6,0.0044,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,7,0.2071,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,8,0.0341,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,9,0.0427,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,10,0.0285,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,8,11,0.0108,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,0,0.0152,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,1,0.0022,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,2,0.0068,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,3,0.1135,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,4,0.0042,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,5,0.0107,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,6,0.0024,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,7,0.0174,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,8,0.0071,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,9,0.0004,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,10,0.0917,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,9,11,0.0006,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,0,0.0223,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,1,0.009,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,2,0.0036,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,3,0.0032,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,4,0.0259,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,5,0.1224,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,6,0.037,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,7,0.0172,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,8,0.013,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,9,0.3226,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,10,0.0045,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,10,11,0.097,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,11,0,0.1839,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,11,1,0.0335,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,11,2,0.0077,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,11,3,0.1262,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
legal_standing,11,4,0.0287,legal,standing,The legal standing requirement must be met before filing,"['<|endoftext|>', 'The', ' legal', ' standing', ' requirement', ' must', ' be', ' met', ' before', ' filing']",2,3,legal,gpt2
