model,concept,condition,prompt,layer,rank,token,logit,margin,matches_final
pythia-12b,status_message,regress,A status message is,31,3,one,12.534,1.6158,True
pythia-12b,status_message,regress,A status message is,31,4,sent,12.519,1.6158,True
pythia-12b,status_message,regress,A status message is,32,0,a,16.544,1.8148,True
pythia-12b,status_message,regress,A status message is,32,1,an,14.729,1.8148,True
pythia-12b,status_message,regress,A status message is,32,2,the,13.124,1.8148,True
pythia-12b,status_message,regress,A status message is,32,3,one,12.522,1.8148,True
pythia-12b,status_message,regress,A status message is,32,4,not,12.291,1.8148,True
pythia-12b,status_message,regress,A status message is,33,0,a,16.519,1.3545,True
pythia-12b,status_message,regress,A status message is,33,1,an,15.165,1.3545,True
pythia-12b,status_message,regress,A status message is,33,2,the,13.471,1.3545,True
pythia-12b,status_message,regress,A status message is,33,3,one,12.918,1.3545,True
pythia-12b,status_message,regress,A status message is,33,4,sent,12.466,1.3545,True
pythia-12b,status_message,regress,A status message is,34,0,a,15.154,1.654,True
pythia-12b,status_message,regress,A status message is,34,1,an,13.5,1.654,True
pythia-12b,status_message,regress,A status message is,34,2,the,12.521,1.654,True
pythia-12b,status_message,regress,A status message is,34,3,sent,12.058,1.654,True
pythia-12b,status_message,regress,A status message is,34,4,displayed,11.997,1.654,True
pythia-12b,status_message,regress,A status message is,35,0,a,16.925,1.3402,True
pythia-12b,status_message,regress,A status message is,35,1,displayed,15.585,1.3402,True
pythia-12b,status_message,regress,A status message is,35,2,an,15.326,1.3402,True
pythia-12b,status_message,regress,A status message is,35,3,sent,15.109,1.3402,True
pythia-12b,status_message,regress,A status message is,35,4,shown,14.559,1.3402,True
pythia-1b,accessible_name,peak,An accessible name is,0,0,nt,8.936,0.9959,False
pythia-1b,accessible_name,peak,An accessible name is,0,1,omer,7.94,0.9959,False
pythia-1b,accessible_name,peak,An accessible name is,0,2,omers,7.895,0.9959,False
pythia-1b,accessible_name,peak,An accessible name is,0,3,not,6.678,0.9959,False
pythia-1b,accessible_name,peak,An accessible name is,0,4,probably,6.643,0.9959,False
pythia-1b,accessible_name,peak,An accessible name is,1,0,omer,9.979,0.1921,False
pythia-1b,accessible_name,peak,An accessible name is,1,1,nt,9.787,0.1921,False
pythia-1b,accessible_name,peak,An accessible name is,1,2,omers,8.783,0.1921,False
pythia-1b,accessible_name,peak,An accessible name is,1,3,not,8.449,0.1921,False
pythia-1b,accessible_name,peak,An accessible name is,1,4,indeed,7.686,0.1921,False
pythia-1b,accessible_name,peak,An accessible name is,2,0,omer,9.701,0.419,False
pythia-1b,accessible_name,peak,An accessible name is,2,1,given,9.282,0.419,False
pythia-1b,accessible_name,peak,An accessible name is,2,2,omers,9.156,0.419,False
pythia-1b,accessible_name,peak,An accessible name is,2,3,nt,8.791,0.419,False
pythia-1b,accessible_name,peak,An accessible name is,2,4,“,7.962,0.419,False
pythia-1b,accessible_name,peak,An accessible name is,3,0,nt,9.991,0.5184,False
pythia-1b,accessible_name,peak,An accessible name is,3,1,given,9.473,0.5184,False
pythia-1b,accessible_name,peak,An accessible name is,3,2,rare,8.835,0.5184,False
pythia-1b,accessible_name,peak,An accessible name is,3,3,omer,8.422,0.5184,False
pythia-1b,accessible_name,peak,An accessible name is,3,4,based,8.247,0.5184,False
pythia-1b,accessible_name,peak,An accessible name is,4,0,nt,11.605,2.3294,False
pythia-1b,accessible_name,peak,An accessible name is,4,1,also,9.275,2.3294,False
pythia-1b,accessible_name,peak,An accessible name is,4,2,omers,8.981,2.3294,False
pythia-1b,accessible_name,peak,An accessible name is,4,3,not,8.822,2.3294,False
pythia-1b,accessible_name,peak,An accessible name is,4,4,given,8.326,2.3294,False
pythia-1b,accessible_name,peak,An accessible name is,5,0,nt,12.223,2.0401,False
pythia-1b,accessible_name,peak,An accessible name is,5,1,also,10.183,2.0401,False
pythia-1b,accessible_name,peak,An accessible name is,5,2,given,9.872,2.0401,False
pythia-1b,accessible_name,peak,An accessible name is,5,3,not,9.105,2.0401,False
pythia-1b,accessible_name,peak,An accessible name is,5,4,required,8.872,2.0401,False
pythia-1b,accessible_name,peak,An accessible name is,6,0,nt,11.918,0.7751,False
pythia-1b,accessible_name,peak,An accessible name is,6,1,also,11.143,0.7751,False
pythia-1b,accessible_name,peak,An accessible name is,6,2,given,10.586,0.7751,False
pythia-1b,accessible_name,peak,An accessible name is,6,3,not,10.207,0.7751,False
pythia-1b,accessible_name,peak,An accessible name is,6,4,always,9.942,0.7751,False
pythia-1b,accessible_name,peak,An accessible name is,7,0,nt,13.004,1.4772,False
pythia-1b,accessible_name,peak,An accessible name is,7,1,also,11.527,1.4772,False
pythia-1b,accessible_name,peak,An accessible name is,7,2,not,11.469,1.4772,False
pythia-1b,accessible_name,peak,An accessible name is,7,3,always,11.288,1.4772,False
pythia-1b,accessible_name,peak,An accessible name is,7,4,given,10.77,1.4772,False
pythia-1b,accessible_name,peak,An accessible name is,8,0,not,12.51,0.446,False
pythia-1b,accessible_name,peak,An accessible name is,8,1,also,12.064,0.446,False
pythia-1b,accessible_name,peak,An accessible name is,8,2,nt,12.048,0.446,False
pythia-1b,accessible_name,peak,An accessible name is,8,3,given,10.914,0.446,False
pythia-1b,accessible_name,peak,An accessible name is,8,4,often,10.882,0.446,False
pythia-1b,accessible_name,peak,An accessible name is,9,0,not,14.844,0.5667,False
pythia-1b,accessible_name,peak,An accessible name is,9,1,also,14.277,0.5667,False
pythia-1b,accessible_name,peak,An accessible name is,9,2,nt,13.186,0.5667,False
pythia-1b,accessible_name,peak,An accessible name is,9,3,usually,12.605,0.5667,False
pythia-1b,accessible_name,peak,An accessible name is,9,4,required,12.156,0.5667,False
pythia-1b,accessible_name,peak,An accessible name is,10,0,not,14.152,0.6732,False
pythia-1b,accessible_name,peak,An accessible name is,10,1,a,13.479,0.6732,False
pythia-1b,accessible_name,peak,An accessible name is,10,2,usually,13.144,0.6732,False
pythia-1b,accessible_name,peak,An accessible name is,10,3,often,12.743,0.6732,False
pythia-1b,accessible_name,peak,An accessible name is,10,4,required,12.65,0.6732,False
pythia-1b,accessible_name,peak,An accessible name is,11,0,a,15.194,0.4308,True
pythia-1b,accessible_name,peak,An accessible name is,11,1,not,14.764,0.4308,True
pythia-1b,accessible_name,peak,An accessible name is,11,2,usually,14.259,0.4308,True
pythia-1b,accessible_name,peak,An accessible name is,11,3,name,14.204,0.4308,True
pythia-1b,accessible_name,peak,An accessible name is,11,4,defined,14.051,0.4308,True
pythia-1b,accessible_name,peak,An accessible name is,12,0,a,16.666,1.2397,True
pythia-1b,accessible_name,peak,An accessible name is,12,1,an,15.426,1.2397,True
pythia-1b,accessible_name,peak,An accessible name is,12,2,not,15.146,1.2397,True
pythia-1b,accessible_name,peak,An accessible name is,12,3,usually,13.461,1.2397,True
pythia-1b,accessible_name,peak,An accessible name is,12,4,required,13.302,1.2397,True
pythia-1b,accessible_name,peak,An accessible name is,13,0,a,16.827,1.5217,True
pythia-1b,accessible_name,peak,An accessible name is,13,1,an,15.305,1.5217,True
pythia-1b,accessible_name,peak,An accessible name is,13,2,not,14.914,1.5217,True
pythia-1b,accessible_name,peak,An accessible name is,13,3,the,13.584,1.5217,True
pythia-1b,accessible_name,peak,An accessible name is,13,4,one,13.339,1.5217,True
pythia-1b,accessible_name,peak,An accessible name is,14,0,a,17.094,1.0871,True
pythia-1b,accessible_name,peak,An accessible name is,14,1,an,16.007,1.0871,True
pythia-1b,accessible_name,peak,An accessible name is,14,2,one,14.701,1.0871,True
pythia-1b,accessible_name,peak,An accessible name is,14,3,not,14.06,1.0871,True
pythia-1b,accessible_name,peak,An accessible name is,14,4,the,13.816,1.0871,True
pythia-1b,accessible_name,peak,An accessible name is,15,0,a,15.437,1.1797,True
pythia-1b,accessible_name,peak,An accessible name is,15,1,an,14.258,1.1797,True
pythia-1b,accessible_name,peak,An accessible name is,15,2,the,13.793,1.1797,True
pythia-1b,accessible_name,peak,An accessible name is,15,3,not,13.396,1.1797,True
pythia-1b,accessible_name,peak,An accessible name is,15,4,used,13.195,1.1797,True
pythia-2.8b,accessible_name,regress,An accessible name is,0,0,ibase,13.322,0.0926,False
pythia-2.8b,accessible_name,regress,An accessible name is,0,1,amsbsy,13.23,0.0926,False
pythia-2.8b,accessible_name,regress,An accessible name is,0,2,,12.661,0.0926,False
pythia-2.8b,accessible_name,regress,An accessible name is,0,3,bolds,12.202,0.0926,False
pythia-2.8b,accessible_name,regress,An accessible name is,0,4,amssymb,11.981,0.0926,False
pythia-2.8b,accessible_name,regress,An accessible name is,1,0,,12.117,0.0813,False
pythia-2.8b,accessible_name,regress,An accessible name is,1,1,brevi,12.036,0.0813,False
pythia-2.8b,accessible_name,regress,An accessible name is,1,2,amssymb,11.922,0.0813,False
pythia-2.8b,accessible_name,regress,An accessible name is,1,3,ibase,11.888,0.0813,False
pythia-2.8b,accessible_name,regress,An accessible name is,1,4,amsbsy,11.798,0.0813,False
pythia-2.8b,accessible_name,regress,An accessible name is,2,0,,11.209,0.0952,False
pythia-2.8b,accessible_name,regress,An accessible name is,2,1,amssymb,11.113,0.0952,False
pythia-2.8b,accessible_name,regress,An accessible name is,2,2,amsbsy,10.716,0.0952,False
pythia-2.8b,accessible_name,regress,An accessible name is,2,3,lemn,10.602,0.0952,False
pythia-2.8b,accessible_name,regress,An accessible name is,2,4,=”,10.452,0.0952,False
pythia-2.8b,accessible_name,regress,An accessible name is,3,0,amssymb,11.285,0.1752,False
pythia-2.8b,accessible_name,regress,An accessible name is,3,1,ARRANT,11.11,0.1752,False
pythia-2.8b,accessible_name,regress,An accessible name is,3,2,,10.791,0.1752,False
pythia-2.8b,accessible_name,regress,An accessible name is,3,3,amsbsy,10.746,0.1752,False
pythia-2.8b,accessible_name,regress,An accessible name is,3,4,,10.126,0.1752,False
pythia-2.8b,accessible_name,regress,An accessible name is,4,0,amssymb,9.546,0.4196,False
pythia-2.8b,accessible_name,regress,An accessible name is,4,1,bolds,9.127,0.4196,False
pythia-2.8b,accessible_name,regress,An accessible name is,4,2,,9.114,0.4196,False
pythia-2.8b,accessible_name,regress,An accessible name is,4,3,��,8.982,0.4196,False
pythia-2.8b,accessible_name,regress,An accessible name is,4,4,amsbsy,8.957,0.4196,False
pythia-2.8b,accessible_name,regress,An accessible name is,5,0,OOST,8.266,0.1854,False
pythia-2.8b,accessible_name,regress,An accessible name is,5,1,/~,8.081,0.1854,False
pythia-2.8b,accessible_name,regress,An accessible name is,5,2,=”,8.08,0.1854,False
pythia-2.8b,accessible_name,regress,An accessible name is,5,3,IRST,8.01,0.1854,False
pythia-2.8b,accessible_name,regress,An accessible name is,5,4,ogl,7.74,0.1854,False
pythia-2.8b,accessible_name,regress,An accessible name is,6,0,CLUDING,8.359,0.6429,False
pythia-2.8b,accessible_name,regress,An accessible name is,6,1,oge,7.716,0.6429,False
pythia-2.8b,accessible_name,regress,An accessible name is,6,2,DSL,7.617,0.6429,False
pythia-2.8b,accessible_name,regress,An accessible name is,6,3,/~,7.412,0.6429,False
pythia-2.8b,accessible_name,regress,An accessible name is,6,4,ogl,7.215,0.6429,False
pythia-2.8b,accessible_name,regress,An accessible name is,7,0,/~,8.721,0.7828,False
pythia-2.8b,accessible_name,regress,An accessible name is,7,1,DSL,7.938,0.7828,False
pythia-2.8b,accessible_name,regress,An accessible name is,7,2,CLUDING,7.895,0.7828,False
pythia-2.8b,accessible_name,regress,An accessible name is,7,3,always,7.718,0.7828,False
pythia-2.8b,accessible_name,regress,An accessible name is,7,4,earch,7.449,0.7828,False
pythia-2.8b,accessible_name,regress,An accessible name is,8,0,always,9.456,0.6872,False
pythia-2.8b,accessible_name,regress,An accessible name is,8,1,CLUDING,8.768,0.6872,False
pythia-2.8b,accessible_name,regress,An accessible name is,8,2,often,8.681,0.6872,False
pythia-2.8b,accessible_name,regress,An accessible name is,8,3,usually,8.34,0.6872,False
pythia-2.8b,accessible_name,regress,An accessible name is,8,4,typically,7.692,0.6872,False
pythia-2.8b,accessible_name,regress,An accessible name is,9,0,always,9.373,1.1152,False
pythia-2.8b,accessible_name,regress,An accessible name is,9,1,/~,8.258,1.1152,False
pythia-2.8b,accessible_name,regress,An accessible name is,9,2,often,7.79,1.1152,False
pythia-2.8b,accessible_name,regress,An accessible name is,9,3,usually,7.615,1.1152,False
pythia-2.8b,accessible_name,regress,An accessible name is,9,4,CLUDING,7.507,1.1152,False
pythia-2.8b,accessible_name,regress,An accessible name is,10,0,always,9.43,0.5579,False
pythia-2.8b,accessible_name,regress,An accessible name is,10,1,usually,8.872,0.5579,False
pythia-2.8b,accessible_name,regress,An accessible name is,10,2,often,8.465,0.5579,False
pythia-2.8b,accessible_name,regress,An accessible name is,10,3,typically,8.154,0.5579,False
pythia-2.8b,accessible_name,regress,An accessible name is,10,4,HECK,7.597,0.5579,False
pythia-2.8b,accessible_name,regress,An accessible name is,11,0,always,9.699,0.955,False
pythia-2.8b,accessible_name,regress,An accessible name is,11,1,CLUDING,8.744,0.955,False
pythia-2.8b,accessible_name,regress,An accessible name is,11,2,usually,8.253,0.955,False
pythia-2.8b,accessible_name,regress,An accessible name is,11,3,often,8.123,0.955,False
pythia-2.8b,accessible_name,regress,An accessible name is,11,4,HEP,7.663,0.955,False
pythia-2.8b,accessible_name,regress,An accessible name is,12,0,always,11.359,2.1958,False
pythia-2.8b,accessible_name,regress,An accessible name is,12,1,CLUDING,9.164,2.1958,False
pythia-2.8b,accessible_name,regress,An accessible name is,12,2,usually,9.022,2.1958,False
pythia-2.8b,accessible_name,regress,An accessible name is,12,3,often,8.631,2.1958,False
pythia-2.8b,accessible_name,regress,An accessible name is,12,4,typically,8.094,2.1958,False
pythia-2.8b,accessible_name,regress,An accessible name is,13,0,always,11.487,2.5594,False
pythia-2.8b,accessible_name,regress,An accessible name is,13,1,usually,8.928,2.5594,False
pythia-2.8b,accessible_name,regress,An accessible name is,13,2,often,8.744,2.5594,False
pythia-2.8b,accessible_name,regress,An accessible name is,13,3,defined,8.703,2.5594,False
pythia-2.8b,accessible_name,regress,An accessible name is,13,4,definitely,7.942,2.5594,False
pythia-2.8b,accessible_name,regress,An accessible name is,14,0,always,10.889,1.1682,False
pythia-2.8b,accessible_name,regress,An accessible name is,14,1,defined,9.72,1.1682,False
pythia-2.8b,accessible_name,regress,An accessible name is,14,2,usually,9.136,1.1682,False
pythia-2.8b,accessible_name,regress,An accessible name is,14,3,often,8.558,1.1682,False
pythia-2.8b,accessible_name,regress,An accessible name is,14,4,typically,8.215,1.1682,False
pythia-2.8b,accessible_name,regress,An accessible name is,15,0,always,10.509,0.5313,False
pythia-2.8b,accessible_name,regress,An accessible name is,15,1,defined,9.978,0.5313,False
pythia-2.8b,accessible_name,regress,An accessible name is,15,2,often,9.077,0.5313,False
pythia-2.8b,accessible_name,regress,An accessible name is,15,3,usually,8.949,0.5313,False
pythia-2.8b,accessible_name,regress,An accessible name is,15,4,OOST,8.63,0.5313,False
pythia-2.8b,accessible_name,regress,An accessible name is,16,0,defined,11.363,0.7108,False
pythia-2.8b,accessible_name,regress,An accessible name is,16,1,always,10.652,0.7108,False
pythia-2.8b,accessible_name,regress,An accessible name is,16,2,usually,10.199,0.7108,False
pythia-2.8b,accessible_name,regress,An accessible name is,16,3,often,9.063,0.7108,False
pythia-2.8b,accessible_name,regress,An accessible name is,16,4,generally,8.767,0.7108,False
pythia-2.8b,accessible_name,regress,An accessible name is,17,0,defined,11.222,0.066,False
pythia-2.8b,accessible_name,regress,An accessible name is,17,1,always,11.156,0.066,False
pythia-2.8b,accessible_name,regress,An accessible name is,17,2,usually,10.891,0.066,False
pythia-2.8b,accessible_name,regress,An accessible name is,17,3,often,9.835,0.066,False
pythia-2.8b,accessible_name,regress,An accessible name is,17,4,required,9.769,0.066,False
pythia-2.8b,accessible_name,regress,An accessible name is,18,0,defined,12.694,0.3558,False
pythia-2.8b,accessible_name,regress,An accessible name is,18,1,always,12.338,0.3558,False
pythia-2.8b,accessible_name,regress,An accessible name is,18,2,usually,11.898,0.3558,False
pythia-2.8b,accessible_name,regress,An accessible name is,18,3,required,11.465,0.3558,False
pythia-2.8b,accessible_name,regress,An accessible name is,18,4,often,10.941,0.3558,False
pythia-2.8b,accessible_name,regress,An accessible name is,19,0,defined,12.622,0.1028,False
pythia-2.8b,accessible_name,regress,An accessible name is,19,1,usually,12.519,0.1028,False
pythia-2.8b,accessible_name,regress,An accessible name is,19,2,always,12.494,0.1028,False
pythia-2.8b,accessible_name,regress,An accessible name is,19,3,required,12.284,0.1028,False
pythia-2.8b,accessible_name,regress,An accessible name is,19,4,often,11.252,0.1028,False
pythia-2.8b,accessible_name,regress,An accessible name is,20,0,an,12.913,0.0138,False
pythia-2.8b,accessible_name,regress,An accessible name is,20,1,a,12.899,0.0138,False
pythia-2.8b,accessible_name,regress,An accessible name is,20,2,defined,12.77,0.0138,False
pythia-2.8b,accessible_name,regress,An accessible name is,20,3,always,12.566,0.0138,False
pythia-2.8b,accessible_name,regress,An accessible name is,20,4,required,12.255,0.0138,False
pythia-2.8b,accessible_name,regress,An accessible name is,21,0,a,14.118,0.0287,True
pythia-2.8b,accessible_name,regress,An accessible name is,21,1,one,14.089,0.0287,True
pythia-2.8b,accessible_name,regress,An accessible name is,21,2,an,13.965,0.0287,True
pythia-2.8b,accessible_name,regress,An accessible name is,21,3,defined,12.724,0.0287,True
pythia-2.8b,accessible_name,regress,An accessible name is,21,4,always,12.335,0.0287,True
pythia-2.8b,accessible_name,regress,An accessible name is,22,0,a,15.216,0.628,True
pythia-2.8b,accessible_name,regress,An accessible name is,22,1,an,14.588,0.628,True
pythia-2.8b,accessible_name,regress,An accessible name is,22,2,one,14.443,0.628,True
pythia-2.8b,accessible_name,regress,An accessible name is,22,3,the,12.486,0.628,True
pythia-2.8b,accessible_name,regress,An accessible name is,22,4,defined,12.481,0.628,True
pythia-2.8b,accessible_name,regress,An accessible name is,23,0,a,15.883,1.0843,True
pythia-2.8b,accessible_name,regress,An accessible name is,23,1,an,14.799,1.0843,True
pythia-2.8b,accessible_name,regress,An accessible name is,23,2,one,14.782,1.0843,True
pythia-2.8b,accessible_name,regress,An accessible name is,23,3,the,12.995,1.0843,True
pythia-2.8b,accessible_name,regress,An accessible name is,23,4,not,12.575,1.0843,True
pythia-2.8b,accessible_name,regress,An accessible name is,24,0,a,15.712,1.1381,True
pythia-2.8b,accessible_name,regress,An accessible name is,24,1,an,14.574,1.1381,True
pythia-2.8b,accessible_name,regress,An accessible name is,24,2,one,14.554,1.1381,True
pythia-2.8b,accessible_name,regress,An accessible name is,24,3,the,13.15,1.1381,True
pythia-2.8b,accessible_name,regress,An accessible name is,24,4,"""",12.558,1.1381,True
pythia-2.8b,accessible_name,regress,An accessible name is,25,0,a,16.058,1.1951,True
pythia-2.8b,accessible_name,regress,An accessible name is,25,1,an,14.862,1.1951,True
pythia-2.8b,accessible_name,regress,An accessible name is,25,2,one,14.596,1.1951,True
pythia-2.8b,accessible_name,regress,An accessible name is,25,3,the,13.6,1.1951,True
pythia-2.8b,accessible_name,regress,An accessible name is,25,4,"""",13.207,1.1951,True
pythia-2.8b,accessible_name,regress,An accessible name is,26,0,a,16.513,1.1404,True
pythia-2.8b,accessible_name,regress,An accessible name is,26,1,an,15.372,1.1404,True
pythia-2.8b,accessible_name,regress,An accessible name is,26,2,one,14.885,1.1404,True
pythia-2.8b,accessible_name,regress,An accessible name is,26,3,the,13.992,1.1404,True
pythia-2.8b,accessible_name,regress,An accessible name is,26,4,"""",13.401,1.1404,True
pythia-2.8b,accessible_name,regress,An accessible name is,27,0,a,16.425,0.6753,True
pythia-2.8b,accessible_name,regress,An accessible name is,27,1,one,15.75,0.6753,True
pythia-2.8b,accessible_name,regress,An accessible name is,27,2,an,15.13,0.6753,True
pythia-2.8b,accessible_name,regress,An accessible name is,27,3,the,14.006,0.6753,True
pythia-2.8b,accessible_name,regress,An accessible name is,27,4,"""",13.373,0.6753,True
pythia-2.8b,accessible_name,regress,An accessible name is,28,0,a,16.653,0.4189,True
pythia-2.8b,accessible_name,regress,An accessible name is,28,1,one,16.235,0.4189,True
pythia-2.8b,accessible_name,regress,An accessible name is,28,2,an,15.379,0.4189,True
pythia-2.8b,accessible_name,regress,An accessible name is,28,3,the,14.317,0.4189,True
pythia-2.8b,accessible_name,regress,An accessible name is,28,4,"""",13.562,0.4189,True
pythia-2.8b,accessible_name,regress,An accessible name is,29,0,one,15.718,0.0113,False
pythia-2.8b,accessible_name,regress,An accessible name is,29,1,a,15.707,0.0113,False
pythia-2.8b,accessible_name,regress,An accessible name is,29,2,an,14.555,0.0113,False
pythia-2.8b,accessible_name,regress,An accessible name is,29,3,the,13.694,0.0113,False
pythia-2.8b,accessible_name,regress,An accessible name is,29,4,not,12.965,0.0113,False
pythia-2.8b,accessible_name,regress,An accessible name is,30,0,one,14.074,0.2464,False
pythia-2.8b,accessible_name,regress,An accessible name is,30,1,a,13.828,0.2464,False
pythia-2.8b,accessible_name,regress,An accessible name is,30,2,an,13.228,0.2464,False
pythia-2.8b,accessible_name,regress,An accessible name is,30,3,not,12.27,0.2464,False
pythia-2.8b,accessible_name,regress,An accessible name is,30,4,the,12.144,0.2464,False
pythia-2.8b,accessible_name,regress,An accessible name is,31,0,a,15.363,0.6216,True
pythia-2.8b,accessible_name,regress,An accessible name is,31,1,one,14.741,0.6216,True
pythia-2.8b,accessible_name,regress,An accessible name is,31,2,an,14.439,0.6216,True
pythia-2.8b,accessible_name,regress,An accessible name is,31,3,the,13.964,0.6216,True
pythia-2.8b,accessible_name,regress,An accessible name is,31,4,required,13.885,0.6216,True
pythia-410m,landmark_region,peak,A landmark region is,0,0,",&",11.649,0.8913,False
pythia-410m,landmark_region,peak,A landmark region is,0,1,omer,10.758,0.8913,False
pythia-410m,landmark_region,peak,A landmark region is,0,2,magn,10.696,0.8913,False
pythia-410m,landmark_region,peak,A landmark region is,0,3,Pant,10.491,0.8913,False
pythia-410m,landmark_region,peak,A landmark region is,0,4,uckles,10.224,0.8913,False
pythia-410m,landmark_region,peak,A landmark region is,1,0,osin,11.048,0.172,False
pythia-410m,landmark_region,peak,A landmark region is,1,1,atur,10.876,0.172,False
pythia-410m,landmark_region,peak,A landmark region is,1,2,min,10.22,0.172,False
pythia-410m,landmark_region,peak,A landmark region is,1,3,omer,10.147,0.172,False
pythia-410m,landmark_region,peak,A landmark region is,1,4,mong,10.145,0.172,False
pythia-410m,landmark_region,peak,A landmark region is,2,0,mong,10.667,0.6797,False
pythia-410m,landmark_region,peak,A landmark region is,2,1,atur,9.987,0.6797,False
pythia-410m,landmark_region,peak,A landmark region is,2,2,min,9.836,0.6797,False
pythia-410m,landmark_region,peak,A landmark region is,2,3,osin,9.765,0.6797,False
pythia-410m,landmark_region,peak,A landmark region is,2,4,either,9.531,0.6797,False
pythia-410m,landmark_region,peak,A landmark region is,3,0,my,10.522,0.2079,False
pythia-410m,landmark_region,peak,A landmark region is,3,1,hypers,10.314,0.2079,False
pythia-410m,landmark_region,peak,A landmark region is,3,2,orth,10.234,0.2079,False
pythia-410m,landmark_region,peak,A landmark region is,3,3,achus,9.958,0.2079,False
pythia-410m,landmark_region,peak,A landmark region is,3,4,PI,9.517,0.2079,False
pythia-410m,landmark_region,peak,A landmark region is,4,0,orth,10.465,0.6148,False
pythia-410m,landmark_region,peak,A landmark region is,4,1,manuel,9.85,0.6148,False
pythia-410m,landmark_region,peak,A landmark region is,4,2,omorph,9.697,0.6148,False
pythia-410m,landmark_region,peak,A landmark region is,4,3,;|,9.39,0.6148,False
pythia-410m,landmark_region,peak,A landmark region is,4,4,surrounded,9.388,0.6148,False
pythia-410m,landmark_region,peak,A landmark region is,5,0,both,11.335,0.1042,False
pythia-410m,landmark_region,peak,A landmark region is,5,1,either,11.231,0.1042,False
pythia-410m,landmark_region,peak,A landmark region is,5,2,called,10.843,0.1042,False
pythia-410m,landmark_region,peak,A landmark region is,5,3,now,10.241,0.1042,False
pythia-410m,landmark_region,peak,A landmark region is,5,4,probably,10.236,0.1042,False
pythia-410m,landmark_region,peak,A landmark region is,6,0,judged,9.629,0.0269,False
pythia-410m,landmark_region,peak,A landmark region is,6,1,either,9.603,0.0269,False
pythia-410m,landmark_region,peak,A landmark region is,6,2,now,9.408,0.0269,False
pythia-410m,landmark_region,peak,A landmark region is,6,3,called,9.389,0.0269,False
pythia-410m,landmark_region,peak,A landmark region is,6,4,ج,9.379,0.0269,False
pythia-410m,landmark_region,peak,A landmark region is,7,0,т,10.11,0.3049,False
pythia-410m,landmark_region,peak,A landmark region is,7,1,now,9.805,0.3049,False
pythia-410m,landmark_region,peak,A landmark region is,7,2,coming,9.723,0.3049,False
pythia-410m,landmark_region,peak,A landmark region is,7,3,pie,9.601,0.3049,False
pythia-410m,landmark_region,peak,A landmark region is,7,4,ج,9.408,0.3049,False
pythia-410m,landmark_region,peak,A landmark region is,8,0,now,10.331,0.1257,False
pythia-410m,landmark_region,peak,A landmark region is,8,1,ج,10.205,0.1257,False
pythia-410m,landmark_region,peak,A landmark region is,8,2,brought,10.055,0.1257,False
pythia-410m,landmark_region,peak,A landmark region is,8,3,the,9.812,0.1257,False
pythia-410m,landmark_region,peak,A landmark region is,8,4,available,9.785,0.1257,False
pythia-410m,landmark_region,peak,A landmark region is,9,0,PR,10.554,1.2646,False
pythia-410m,landmark_region,peak,A landmark region is,9,1,only,9.289,1.2646,False
pythia-410m,landmark_region,peak,A landmark region is,9,2,eth,9.278,1.2646,False
pythia-410m,landmark_region,peak,A landmark region is,9,3,both,9.166,1.2646,False
pythia-410m,landmark_region,peak,A landmark region is,9,4,outdoor,8.931,1.2646,False
pythia-410m,landmark_region,peak,A landmark region is,10,0,worth,11.395,0.8216,False
pythia-410m,landmark_region,peak,A landmark region is,10,1,nt,10.573,0.8216,False
pythia-410m,landmark_region,peak,A landmark region is,10,2,the,10.406,0.8216,False
pythia-410m,landmark_region,peak,A landmark region is,10,3,indeed,9.901,0.8216,False
pythia-410m,landmark_region,peak,A landmark region is,10,4,such,9.893,0.8216,False
pythia-410m,landmark_region,peak,A landmark region is,11,0,met,10.533,0.0508,False
pythia-410m,landmark_region,peak,A landmark region is,11,1,not,10.483,0.0508,False
pythia-410m,landmark_region,peak,A landmark region is,11,2,nt,10.464,0.0508,False
pythia-410m,landmark_region,peak,A landmark region is,11,3,ac,10.414,0.0508,False
pythia-410m,landmark_region,peak,A landmark region is,11,4,worth,9.943,0.0508,False
pythia-410m,landmark_region,peak,A landmark region is,12,0,emerging,11.131,0.0217,False
pythia-410m,landmark_region,peak,A landmark region is,12,1,held,11.109,0.0217,False
pythia-410m,landmark_region,peak,A landmark region is,12,2,found,10.936,0.0217,False
pythia-410m,landmark_region,peak,A landmark region is,12,3,meeting,10.677,0.0217,False
pythia-410m,landmark_region,peak,A landmark region is,12,4,worth,10.643,0.0217,False
pythia-410m,landmark_region,peak,A landmark region is,13,0,nt,12.02,0.6857,False
pythia-410m,landmark_region,peak,A landmark region is,13,1,not,11.334,0.6857,False
pythia-410m,landmark_region,peak,A landmark region is,13,2,found,11.162,0.6857,False
pythia-410m,landmark_region,peak,A landmark region is,13,3,emerging,10.918,0.6857,False
pythia-410m,landmark_region,peak,A landmark region is,13,4,ac,10.852,0.6857,False
pythia-410m,landmark_region,peak,A landmark region is,14,0,emerging,10.715,0.5015,False
pythia-410m,landmark_region,peak,A landmark region is,14,1,now,10.214,0.5015,False
pythia-410m,landmark_region,peak,A landmark region is,14,2,not,10.126,0.5015,False
pythia-410m,landmark_region,peak,A landmark region is,14,3,ac,9.833,0.5015,False
pythia-410m,landmark_region,peak,A landmark region is,14,4,found,9.673,0.5015,False
pythia-410m,landmark_region,peak,A landmark region is,15,0,now,11.838,0.5938,False
