suite,scale,model,prompt_id,prompt_type,template_type,prompt,output,max_tokens,pair_id,concept,polarity,paired_with,expected,accuracy,strict_score,weighted_score,model_key,is_pilot,confirmatory
olmo,13B,OLMo-2-1124-13B,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The code does not include any ARIA roles or states, and the <code>button</code> element does not have a <code>type</code> attribute. However, the <code>button</code> element is a native HTML element that is inherently keyboard accessible. The <code>button</code> element is a button that can be activated by the user with a mouse, keyboard, or other input device. The <code>button</code> element is",100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The <code>button</code> element is not a valid replacement for the <code>input</code> element. The <code>button</code> element is not a form control, and it does not have a <code>type</code> attribute. The <code>button</code> element is not a valid replacement for the <code>input</code> element. The <code>button</code> element is not a form control, and it",100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,incorrect,0,0.0,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The button has no label, and the label text is hidden from assistive technology. However, the button is styled to look like a button, and the text Buy now is styled to look like a label. The button is also styled to look like a link, but it is not a link. The button is styled to look like a link, but it is not a link. The button is styled to look like a link, but it is not a link. The button is",100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The button is not labeled with text, and the outline is not visible in most browsers. However, the button is labeled with an image, and the outline is visible in some browsers. The accessibility reviewer should note these facts in the report.</p>",100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,incorrect,0,0.0,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_keyboard_navigation_primary_violation,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <strong>major</strong> issue. The tabindex attribute is not supported by the HTML5 specification, and is not supported by the WAI-ARIA Authoring Practices 1.0. The tabindex attribute is not supported by the HTML5 specification, and is not supported by the WAI-ARIA Authoring Practices 1.0. The tabindex attribute is not supported by the HTML5 specification, and is not supported by the WAI-ARIA Authoring Practices ",100,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,inaccessible because positive tabindex values override the natural document order; interactive elements should remain in source order rather than being manually numbered,incorrect,0,0.0,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_keyboard_navigation_primary_conformant,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <strong>major</strong> issue. The form has no <code>label</code> element for the <code>first</code> and <code>last</code> <code>input</code> elements. The <code>button</code> element has a <code>label</code> element, but it is not a <code>button</code> element. The <code>button</code> element is a <code>submit</code",100,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,"accessible with respect to tab order; native interactive elements need no tabindex and follow First name, Last name, then Submit in document order",partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The reason is that the <code>div</code> element is not a link, and therefore should not have a <code>href</code> attribute. However, the <code>div</code> element is a link, and the <code>href</code> attribute is valid. The reason is that the <code>div</code> element is a link to a <code>div</code> element, which is a valid target for a link.</",100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. However, the code is not complete. The code is missing the <code>href</code> attribute, which is required for the <code>a</code> element. The <code>href</code> attribute is required for the <code>a</code> element because it is the only way to determine the purpose of the link. The <code>href</code> attribute is also required for the <code>a</code> element because it is the only way to",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,incorrect,0,0.0,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," having a:

  1. Priority 1 violation
  2. Priority 2 violation
  3. Priority 3 violation
  4. Priority 4 violation

The correct answer is:

  1. Priority 1 violation

Accessibility is a priority 1 issue. The navigation menu is a repeated element, so it is a priority 1 violation.

Want to know more? Head over to the W3C's Web Accessibility Initiative (WAI) site.",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," having a keyboard trap.

The problem is that the reviewer doesn't know that the navigation menu is a dropdown menu. The user can press the down arrow to open the menu, and then press the right arrow to move to the main content. The reviewer doesn't know this because the page doesn't have a tabindex attribute on the menu items. The reviewer doesn't know that the menu items are focusable because the page doesn't have a tabindex attribute on the menu items. The reviewer doesn't know that",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," passing. The <code>main</code> element is hidden from the visual presentation, but it is still available to assistive technology. The <code>h1</code> element is not hidden, and it is the only element that conveys the status of the order. The <code>main</code> element is not needed to convey the status of the order, so it is not needed to be accessible.</p><p>However, this example is not passing. The <",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,incorrect,0,0.0,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The text is not associated with a control, and the text is not programmatically associated with a control. However, the text is not a control, and it is not intended to be a control. The text is a status message, and it is not intended to be programmatically associated with a control. The text is not a control, and it is not intended to be a control. The text is a status message, and it is not intended to be programmatically associated with a",100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,incorrect,0,0.0,OLMo-2-1124-13B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," inaccessible. The reviewer is correct. The example is not accessible. The reviewer is not correct, however, if he or she marks the example as inaccessible because it is not coded to the W3C's WCAG 2.0 guidelines. The reviewer is correct if he or she marks the example as inaccessible because it is not coded to the W3C's WCAG 2.0 guidelines and because it does not meet the requirements of the W3C's Web Content Accessibility Guidelines (WC",100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," non-compliant. The reviewer would be correct, but only because the code is incomplete. The code shown is a fragment of a larger program that contains the following:</p><pre><code>if (sinkIsFull()) {<br /> // ...<br /> }<br /></code></pre><p>When the sink is full, the program will call the <code>cleanDishes()</code> method. The <code>cleanDishes()</code> method will call the",100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,incorrect,0,0.0,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>inaccessible</strong>. Why?</p><p>What is the problem with the code?</p><p>What is the problem with the video?</p><p>What is the problem with the video's caption?</p><p>What is the problem with the video's audio description?</p><p>What is the problem with the video's audio description?</p><p>What is the problem with the video's audio description?</p><p>What is the,100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as", non-conforming. The video is not accessible to screen reader users. The video is not captioned. The video is not described. The video is not transcribed. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described.,100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,incorrect,0,0.0,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," failing to meet WCAG 2.0 Level A success criteria 1.3.1 Info and Relationships (Level A).</p><p>For more information, see <a href='https://www.w3.org/TR/WCAG20/#gl-identify-content'>https://www.w3.org/TR/WCAG20/#gl-identify-content</a>.</p><p>For more information about how your content performs in general, see <a href='https://www.w3",100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,incorrect,0,0.0,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," failing to meet WCAG 2.0 Level A success criteria 1.3.1 Info and Relationships (for all success criteria).</p><p>For more information, see <a href='https://www.w3.org/TR/WCAG20-TECHS/H63.html#H63-techniques' target='_blank'>WCAG 2.0 Success Criteria</a>.</p><p>For more information, see <a href='https://www.w3.org",100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," non-compliant. The button is not labeled with the text ""Buy now"" and the button is not programmatically associated with the text ""Buy now"".</p>
<button class='buy'>Buy now</button><p>Based only on the code shown, an accessibility reviewer should mark this example as non-compliant. The button is not labeled with the text ""Buy now"" and the button is not programmatically associated with the text ""Buy now"".</p>
<button class='buy'>",100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as", non-compliant. The reason is that the button is not keyboard accessible. The button is not keyboard accessible because the button is not focusable. The button is not focusable because it does not have a tabindex value. The button does not have a tabindex value because the button is not a native HTML element. The button is not a native HTML element because it is a custom element. The button is a custom element because it is a custom element. The button is a custom element because it is a,100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,incorrect,0,0.0,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_keyboard_navigation_primary_violation,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," non-compliant. The tabindex attribute is not supported by screen readers, and the label elements are not associated with the input elements. The reviewer should also note that the form is missing a label for the button. The reviewer should also note that the tabindex attribute is not supported by screen readers, and the label elements are not associated with the input elements. The reviewer should also note that the form is missing a label for the button. The reviewer should also note that the tabindex attribute is not supported by screen",100,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,inaccessible because positive tabindex values override the natural document order; interactive elements should remain in source order rather than being manually numbered,partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_keyboard_navigation_primary_conformant,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", failing to meet the WCAG 2.0 Level A success criteria for <a href='https://www.w3.org/TR/WCAG20/#labeling-error-correcting-input'>labeling error-correcting input</a>. The reviewer should also mark this example as failing to meet the WCAG 2.0 Level A success criteria for <a href='https://www.w3.org/TR/WCAG20/#labeling-error-correcting-input'>labeling error-c,100,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,"accessible with respect to tab order; native interactive elements need no tabindex and follow First name, Last name, then Submit in document order",partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," conforming to the success criteria.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as conforming to the success criteria.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as conforming to the success criteria.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as conforming to the success criteria.</p><p>Based only on the code shown, an accessibility reviewer should",100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,incorrect,0,0.0,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having no accessibility issues.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as having no accessibility issues.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as having no accessibility issues.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as having no accessibility issues.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as having no accessibility issues",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,correct,1,1.0,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," failing to meet WCAG 2.0 Success Criterion 2.4.1 Bypass Blocks.

However, the reviewer may also consider the following:

  • The menu is a drop-down menu, and the drop-down menu is hidden by default. The drop-down menu is revealed when the user presses the down arrow key.
  • The drop-down menu is not a part of the main content. It is a navigation menu that is repeated at the top of every page.
  • The drop",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," conforming to WCAG 2.0 Level A. However, the reviewer should also note that the page is not optimized for keyboard users. The reviewer should also note that the page is not optimized for screen reader users. The reviewer should also note that the page is not optimized for users with cognitive disabilities. The reviewer should also note that the page is not optimized for users with low vision. The reviewer should also note that the page is not optimized for users with hearing disabilities. The reviewer should also",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,partial,0,0.5,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," conforming to WCAG 2.0 Level AA.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as conforming to WCAG 2.0 Level AA.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as conforming to WCAG 2.0 Level AA.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as conforming to WCAG 2",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,incorrect,0,0.0,OLMo-2-1124-7B,False,True
olmo,7B,OLMo-2-1124-7B,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as",:</p><p><strong>✓</strong> Accessible</p><p><strong>✓</strong> Accessible</p><p><strong>✓</strong> Accessible</p><p><strong>✓</strong> Accessible</p><p><strong>✓</strong> Accessible</p><p><strong>✓</strong> Accessible</p><p><strong>✓</strong> Accessible</p,100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,incorrect,0,0.0,OLMo-2-1124-7B,False,True
pythia,12B,pythia-12b,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>not accessible</strong>.</p><p>The <code>img</code> element is not marked as <strong>alt</strong>.</p><p>The <code>img</code> element is not marked as <strong>title</strong>.</p><p>The <code>img</code> element is not marked as <strong>role</strong>.</p><p>The <code>img</code> element is not marked,100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,partial,0,0.5,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p><p>The <code>sink</code> element is not a <code>button</code> element, so it is not a button. The <code>sink</code> element is not a <code>input</code> element, so it is not an input. The <code>sink</code> element is not a <code>select</code> element, so it is not a select.",100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p>

<h2>Lecture 5: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong>.</p>

<h2>Lecture 6: Cell Division</h2><video src='lecture.mp4' controls></video><p",100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,partial,0,0.5,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <b>not accessible</b>.</p>
<p>The <code>cell</code> element is the only element in the document that is not a descendant of the <code>body</code> element. The <code>cell</code> element is a container for the <code>div</code> element. The <code>div</code> element is a container for the <code>span</code> element. The <code>span</",100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>not accessible</strong>.</p><p>The <strong>Accessibility Checker</strong> is a tool that can be used to check the accessibility of web pages. It is based on the <a href='http://www.w3.org/TR/WCAG20-TECHS/'>Web Content Accessibility Guidelines (WCAG) 2.0</a>.</p><p>The <strong>Accessibility Checker</strong> is,100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,partial,0,0.5,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>not accessible</strong>.</p><p>The <strong>Accessibility Checker</strong> is a tool that helps you to check if your website is accessible. It will check if your website conforms to the WCAG 2.0 guidelines. It will also check if your website is accessible to people with disabilities. The tool will check if your website is accessible to people with disabilities by checking if your website conforms to the WCAG 2.0 guidelines. The tool,100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code",100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,correct,1,1.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline:",100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_keyboard_navigation_primary_violation,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", having a high risk of failure. The form is not accessible because the tabindex attribute is not set on the submit button. The submit button is not accessible because it is not labeled with a label. The first name and last name inputs are not accessible because they are not labeled with a label. The first name input is not accessible because it is not labeled with a label. The last name input is not accessible because it is not labeled with a label. The submit button is not accessible because it is,100,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,inaccessible because positive tabindex values override the natural document order; interactive elements should remain in source order rather than being manually numbered,partial,0,0.5,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_keyboard_navigation_primary_conformant,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", having a high risk of failure. The form is not accessible because the label for the first name input is not visible. The label for the last name input is not visible because the input is not in the same form element as the label. The button is not accessible because it is not in the same form element as the label. The form is not accessible because the label for the first name input is not visible. The label for the last name input is not visible because the input is not in the,100,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,"accessible with respect to tab order; native interactive elements need no tabindex and follow First name, Last name, then Submit in document order",incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as", conforming to the WCAG 2.0 AA standard. The example is not conforming to the WCAG 2.0 AA standard because it does not include a heading for the table.</p><p>The example is not conforming to the WCAG 2.0 AA standard because it does not include a heading for the table.</p><p>The example is not conforming to the WCAG 2.0 AA standard because it does not include a heading for the table.</p><,100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p>

<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong>.</p>

<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," non-compliant.

A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as non-compliant.

A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,correct,1,1.0,pythia-12b,False,True
