compound,model,condition,set_id,heads,kl,top_changed,bigram_count,log_frequency
live_region,pythia-2.8b,natural,random_097,"[[23, 19], [23, 25], [26, 5], [29, 31], [31, 5]]",7.139984518289566e-06,False,1112,7.014814351275545
live_region,pythia-2.8b,natural,random_098,"[[24, 7], [25, 4], [27, 24], [28, 19], [29, 25]]",1.6007470549084246e-06,False,1112,7.014814351275545
live_region,pythia-2.8b,natural,random_099,"[[24, 28], [27, 6], [28, 12], [30, 26], [31, 8]]",3.1464878702536225e-07,False,1112,7.014814351275545
live_region,pythia-2.8b,natural,random_100,"[[24, 26], [25, 6], [25, 26], [30, 18], [31, 26]]",7.648741302546114e-07,False,1112,7.014814351275545
skip_link,pythia-2.8b,natural,random_001,"[[25, 18], [26, 11], [26, 12], [27, 24], [31, 17]]",9.714276529848576e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_002,"[[22, 7], [25, 21], [26, 2], [27, 12], [30, 23]]",1.5074874681886286e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_003,"[[22, 5], [23, 9], [26, 3], [26, 12], [31, 8]]",9.621493518352509e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_004,"[[22, 6], [23, 20], [26, 7], [27, 1], [31, 13]]",4.429923137649894e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_005,"[[23, 15], [24, 21], [27, 10], [27, 26], [28, 4]]",9.434879757463932e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_006,"[[23, 14], [26, 26], [27, 29], [28, 16], [31, 17]]",1.02967896964401e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_007,"[[23, 28], [24, 4], [28, 0], [28, 15], [30, 9]]",7.164780981838703e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_008,"[[27, 19], [28, 1], [28, 27], [30, 3], [30, 21]]",4.726432962343097e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_009,"[[25, 5], [26, 27], [28, 2], [29, 28], [30, 20]]",4.468995030038059e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_010,"[[22, 22], [22, 24], [25, 24], [30, 24], [31, 11]]",2.0632011000998318e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_011,"[[22, 10], [24, 0], [28, 30], [30, 18], [31, 30]]",7.684575393795967e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_012,"[[25, 18], [27, 3], [27, 13], [28, 29], [30, 22]]",2.4503970053046942e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_013,"[[24, 15], [28, 20], [28, 28], [30, 17], [31, 21]]",2.4233129806816578e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_014,"[[23, 8], [25, 10], [27, 19], [27, 28], [31, 4]]",2.357125049456954e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_015,"[[26, 21], [29, 28], [30, 28], [31, 19], [31, 23]]",6.11864379607141e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_016,"[[24, 27], [26, 23], [28, 21], [29, 13], [30, 26]]",1.5256664482876658e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_017,"[[23, 19], [25, 25], [28, 17], [30, 3], [30, 4]]",9.397335816174746e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_018,"[[22, 28], [24, 12], [26, 2], [26, 16], [26, 26]]",6.24160747975111e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_019,"[[23, 21], [24, 26], [26, 19], [28, 29], [31, 3]]",1.3770331861451268e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_020,"[[26, 9], [28, 4], [29, 24], [30, 13], [31, 15]]",2.942651917692274e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_021,"[[23, 19], [25, 11], [26, 24], [27, 27], [29, 6]]",5.516478267963976e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_022,"[[25, 12], [26, 9], [26, 13], [31, 12], [31, 14]]",2.707820385694504e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_023,"[[25, 9], [26, 8], [28, 22], [29, 28], [30, 20]]",1.2718061043415219e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_024,"[[22, 8], [23, 19], [23, 23], [29, 22], [31, 6]]",5.043730197940022e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_025,"[[25, 7], [28, 11], [29, 22], [30, 14], [31, 30]]",4.70417580800131e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_026,"[[22, 1], [23, 5], [24, 20], [27, 1], [28, 7]]",0.003450709395110607,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_027,"[[23, 28], [26, 4], [28, 16], [29, 27], [31, 8]]",1.243162842001766e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_028,"[[23, 12], [24, 20], [25, 12], [26, 24], [31, 22]]",9.935116395354271e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_029,"[[22, 12], [24, 7], [25, 25], [26, 18], [30, 2]]",2.220003807451576e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_030,"[[22, 13], [26, 5], [28, 15], [28, 30], [31, 15]]",6.917271093698218e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_031,"[[25, 1], [26, 24], [27, 22], [28, 27], [29, 24]]",6.175405360409059e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_032,"[[23, 18], [24, 27], [26, 22], [27, 25], [31, 30]]",5.771962605649605e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_033,"[[25, 10], [28, 1], [29, 20], [30, 23], [31, 4]]",1.0864314390346408e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_034,"[[24, 29], [26, 2], [28, 19], [29, 17], [30, 31]]",8.308124961331487e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_035,"[[23, 28], [27, 3], [28, 14], [28, 20], [31, 18]]",1.4655961422249675e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_036,"[[23, 5], [24, 13], [24, 18], [25, 4], [27, 24]]",0.0033213626593351364,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_037,"[[22, 30], [23, 16], [25, 8], [27, 18], [30, 8]]",3.3807882573455572e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_038,"[[22, 1], [24, 12], [25, 19], [26, 14], [26, 18]]",1.3350072549656034e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_039,"[[27, 10], [27, 27], [28, 7], [31, 5], [31, 9]]",1.477656769566238e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_040,"[[22, 3], [24, 0], [25, 11], [29, 8], [30, 1]]",2.929882612079382e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_041,"[[24, 7], [29, 8], [29, 15], [30, 28], [31, 24]]",1.1021184036508203e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_042,"[[22, 31], [23, 10], [30, 0], [31, 20], [31, 28]]",6.71920133754611e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_043,"[[23, 29], [24, 2], [26, 8], [30, 0], [31, 24]]",1.77625915966928e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_044,"[[22, 9], [24, 27], [26, 15], [26, 27], [30, 28]]",1.1909171007573605e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_045,"[[23, 12], [26, 20], [28, 22], [29, 0], [31, 31]]",1.1443044058978558e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_046,"[[23, 3], [24, 3], [26, 12], [29, 19], [31, 11]]",9.268842404708266e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_047,"[[24, 11], [24, 23], [26, 1], [26, 17], [26, 25]]",3.806999302469194e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_048,"[[24, 22], [29, 16], [29, 18], [30, 16], [30, 26]]",2.102724465657957e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_049,"[[25, 4], [27, 9], [28, 9], [30, 17], [31, 26]]",1.985137350857258e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_050,"[[22, 13], [25, 23], [27, 3], [29, 28], [31, 24]]",2.2282838472165167e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_051,"[[22, 7], [23, 18], [24, 22], [29, 5], [31, 29]]",4.702087608166039e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_052,"[[24, 20], [26, 25], [27, 13], [28, 10], [29, 27]]",1.900384813779965e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_053,"[[22, 24], [26, 17], [26, 22], [27, 17], [31, 10]]",2.4614782887510955e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_054,"[[23, 30], [24, 5], [25, 30], [26, 15], [28, 2]]",1.3756798580288887e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_055,"[[25, 22], [28, 24], [29, 12], [31, 16], [31, 21]]",8.747883839532733e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_056,"[[23, 29], [24, 15], [26, 22], [28, 31], [30, 2]]",1.5018275007605553e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_057,"[[22, 21], [25, 15], [28, 1], [28, 4], [28, 30]]",2.561821020208299e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_058,"[[22, 1], [26, 16], [26, 26], [29, 17], [31, 29]]",6.861737347207963e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_059,"[[24, 2], [24, 31], [27, 11], [29, 27], [30, 25]]",8.271876140497625e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_060,"[[22, 6], [27, 3], [27, 21], [28, 30], [31, 4]]",8.343427907675505e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_061,"[[23, 4], [24, 29], [26, 9], [30, 24], [31, 12]]",4.30824002251029e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_062,"[[22, 31], [23, 28], [25, 6], [27, 12], [29, 25]]",1.4454417396336794e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_063,"[[24, 7], [27, 3], [27, 17], [27, 31], [28, 23]]",9.362833225168288e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_064,"[[26, 7], [26, 30], [28, 30], [29, 9], [31, 11]]",1.6679041436873376e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_065,"[[22, 23], [26, 7], [27, 18], [27, 31], [28, 25]]",5.301219061948359e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_066,"[[28, 25], [29, 5], [29, 17], [29, 25], [30, 5]]",3.0235241865739226e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_067,"[[23, 15], [24, 31], [27, 8], [28, 29], [30, 4]]",4.849978722631931e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_068,"[[25, 25], [26, 9], [28, 8], [28, 29], [30, 20]]",9.332143235951662e-08,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_069,"[[22, 21], [23, 7], [25, 0], [27, 2], [29, 1]]",1.358988811261952e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_070,"[[22, 17], [23, 15], [23, 23], [28, 25], [29, 0]]",9.474169928580523e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_071,"[[24, 29], [25, 30], [28, 19], [29, 14], [30, 26]]",1.3157841749489307e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_072,"[[23, 15], [26, 9], [26, 14], [26, 28], [30, 13]]",1.1130832717753947e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_073,"[[24, 6], [26, 10], [28, 3], [29, 10], [30, 26]]",2.125598257407546e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_074,"[[22, 3], [22, 6], [28, 11], [29, 2], [29, 22]]",1.0044313967227936e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_075,"[[22, 24], [24, 12], [26, 18], [27, 14], [30, 31]]",5.192123353481293e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_076,"[[24, 4], [29, 1], [29, 25], [30, 19], [31, 18]]",4.0148734115064144e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_077,"[[23, 14], [24, 2], [24, 17], [25, 5], [27, 18]]",1.8909340724349022e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_078,"[[22, 29], [29, 1], [29, 2], [29, 5], [31, 16]]",1.235785020980984e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_079,"[[26, 7], [26, 21], [26, 27], [28, 9], [28, 20]]",1.3787037460133433e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_080,"[[24, 1], [28, 22], [30, 22], [31, 4], [31, 7]]",9.201903594657779e-08,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_081,"[[22, 19], [25, 25], [26, 19], [27, 6], [31, 29]]",7.299371645785868e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_082,"[[24, 1], [24, 11], [25, 22], [25, 28], [27, 15]]",1.4442484825849533e-05,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_083,"[[22, 10], [24, 12], [25, 5], [27, 4], [27, 12]]",1.8079299479722977e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_084,"[[23, 14], [25, 16], [25, 19], [28, 26], [31, 23]]",3.901419404428452e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_085,"[[23, 30], [24, 6], [25, 6], [25, 28], [31, 20]]",2.6859925128519535e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_086,"[[22, 14], [24, 20], [24, 30], [27, 18], [30, 5]]",9.581184713169932e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_087,"[[22, 31], [23, 17], [25, 8], [29, 19], [31, 11]]",6.012560334056616e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_088,"[[22, 3], [22, 19], [23, 10], [27, 1], [31, 12]]",7.621158147230744e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_089,"[[22, 17], [26, 17], [27, 18], [30, 30], [31, 31]]",3.8777870940975845e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_090,"[[24, 19], [27, 8], [29, 9], [30, 2], [30, 17]]",5.727095413021743e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_091,"[[24, 19], [25, 4], [29, 3], [29, 23], [31, 7]]",1.909411366796121e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_092,"[[24, 14], [26, 18], [28, 20], [29, 14], [29, 19]]",5.718029569834471e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_093,"[[24, 6], [27, 20], [28, 16], [30, 0], [30, 13]]",6.79868389852345e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_094,"[[23, 4], [23, 7], [25, 31], [26, 21], [29, 26]]",8.783827070146799e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_095,"[[22, 4], [25, 4], [25, 7], [27, 27], [28, 6]]",8.866991265676916e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_096,"[[22, 3], [26, 2], [28, 17], [29, 14], [31, 22]]",2.2499007172882557e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_097,"[[23, 19], [23, 25], [26, 5], [29, 31], [31, 5]]",1.6283229342661798e-06,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_098,"[[24, 7], [25, 4], [27, 24], [28, 19], [29, 25]]",7.880371413193643e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_099,"[[24, 28], [27, 6], [28, 12], [30, 26], [31, 8]]",3.803870640695095e-07,False,662,6.4967749901858625
skip_link,pythia-2.8b,natural,random_100,"[[24, 26], [25, 6], [25, 26], [30, 18], [31, 26]]",7.709895726293325e-07,False,662,6.4967749901858625
tree_grid,pythia-2.8b,natural,random_001,"[[25, 18], [26, 11], [26, 12], [27, 24], [31, 17]]",1.1871597962453961e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_002,"[[22, 7], [25, 21], [26, 2], [27, 12], [30, 23]]",9.102732292376459e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_003,"[[22, 5], [23, 9], [26, 3], [26, 12], [31, 8]]",2.269545802846551e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_004,"[[22, 6], [23, 20], [26, 7], [27, 1], [31, 13]]",8.060625987127423e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_005,"[[23, 15], [24, 21], [27, 10], [27, 26], [28, 4]]",7.985436241142452e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_006,"[[23, 14], [26, 26], [27, 29], [28, 16], [31, 17]]",2.3625398171134293e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_007,"[[23, 28], [24, 4], [28, 0], [28, 15], [30, 9]]",7.748894859105349e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_008,"[[27, 19], [28, 1], [28, 27], [30, 3], [30, 21]]",1.3313008821569383e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_009,"[[25, 5], [26, 27], [28, 2], [29, 28], [30, 20]]",8.322764188051224e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_010,"[[22, 22], [22, 24], [25, 24], [30, 24], [31, 11]]",9.47549706324935e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_011,"[[22, 10], [24, 0], [28, 30], [30, 18], [31, 30]]",5.3305120673030615e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_012,"[[25, 18], [27, 3], [27, 13], [28, 29], [30, 22]]",3.537817974574864e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_013,"[[24, 15], [28, 20], [28, 28], [30, 17], [31, 21]]",6.126327207311988e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_014,"[[23, 8], [25, 10], [27, 19], [27, 28], [31, 4]]",2.7016085368813947e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_015,"[[26, 21], [29, 28], [30, 28], [31, 19], [31, 23]]",1.3709941413253546e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_016,"[[24, 27], [26, 23], [28, 21], [29, 13], [30, 26]]",3.924622433260083e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_017,"[[23, 19], [25, 25], [28, 17], [30, 3], [30, 4]]",1.6770762158557773e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_018,"[[22, 28], [24, 12], [26, 2], [26, 16], [26, 26]]",2.2085055206844117e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_019,"[[23, 21], [24, 26], [26, 19], [28, 29], [31, 3]]",2.4821492843329906e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_020,"[[26, 9], [28, 4], [29, 24], [30, 13], [31, 15]]",1.569977030158043e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_021,"[[23, 19], [25, 11], [26, 24], [27, 27], [29, 6]]",1.816215444705449e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_022,"[[25, 12], [26, 9], [26, 13], [31, 12], [31, 14]]",1.8300488591194153e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_023,"[[25, 9], [26, 8], [28, 22], [29, 28], [30, 20]]",8.7135995272547e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_024,"[[22, 8], [23, 19], [23, 23], [29, 22], [31, 6]]",6.847549229860306e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_025,"[[25, 7], [28, 11], [29, 22], [30, 14], [31, 30]]",5.279078322928399e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_026,"[[22, 1], [23, 5], [24, 20], [27, 1], [28, 7]]",0.0030646156519651413,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_027,"[[23, 28], [26, 4], [28, 16], [29, 27], [31, 8]]",3.64103470928967e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_028,"[[23, 12], [24, 20], [25, 12], [26, 24], [31, 22]]",2.4562934413552284e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_029,"[[22, 12], [24, 7], [25, 25], [26, 18], [30, 2]]",4.844164323003497e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_030,"[[22, 13], [26, 5], [28, 15], [28, 30], [31, 15]]",7.590482709929347e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_031,"[[25, 1], [26, 24], [27, 22], [28, 27], [29, 24]]",7.059679774101824e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_032,"[[23, 18], [24, 27], [26, 22], [27, 25], [31, 30]]",1.6044550648075528e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_033,"[[25, 10], [28, 1], [29, 20], [30, 23], [31, 4]]",8.056274964474142e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_034,"[[24, 29], [26, 2], [28, 19], [29, 17], [30, 31]]",3.492634277790785e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_035,"[[23, 28], [27, 3], [28, 14], [28, 20], [31, 18]]",2.121945726685226e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_036,"[[23, 5], [24, 13], [24, 18], [25, 4], [27, 24]]",0.002839483320713043,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_037,"[[22, 30], [23, 16], [25, 8], [27, 18], [30, 8]]",7.455440936610103e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_038,"[[22, 1], [24, 12], [25, 19], [26, 14], [26, 18]]",2.840388333424926e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_039,"[[27, 10], [27, 27], [28, 7], [31, 5], [31, 9]]",7.954853572300635e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_040,"[[22, 3], [24, 0], [25, 11], [29, 8], [30, 1]]",1.0290590580552816e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_041,"[[24, 7], [29, 8], [29, 15], [30, 28], [31, 24]]",1.1903612175956368e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_042,"[[22, 31], [23, 10], [30, 0], [31, 20], [31, 28]]",9.48016531765461e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_043,"[[23, 29], [24, 2], [26, 8], [30, 0], [31, 24]]",2.3569853510707617e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_044,"[[22, 9], [24, 27], [26, 15], [26, 27], [30, 28]]",1.4051911421120167e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_045,"[[23, 12], [26, 20], [28, 22], [29, 0], [31, 31]]",3.0353432521224022e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_046,"[[23, 3], [24, 3], [26, 12], [29, 19], [31, 11]]",1.4945690054446459e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_047,"[[24, 11], [24, 23], [26, 1], [26, 17], [26, 25]]",1.9065082597080618e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_048,"[[24, 22], [29, 16], [29, 18], [30, 16], [30, 26]]",8.310162229463458e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_049,"[[25, 4], [27, 9], [28, 9], [30, 17], [31, 26]]",4.109533620066941e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_050,"[[22, 13], [25, 23], [27, 3], [29, 28], [31, 24]]",1.6603880794718862e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_051,"[[22, 7], [23, 18], [24, 22], [29, 5], [31, 29]]",1.4072429621592164e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_052,"[[24, 20], [26, 25], [27, 13], [28, 10], [29, 27]]",6.5267086029052734e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_053,"[[22, 24], [26, 17], [26, 22], [27, 17], [31, 10]]",1.7625570762902498e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_054,"[[23, 30], [24, 5], [25, 30], [26, 15], [28, 2]]",3.0427472665905952e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_055,"[[25, 22], [28, 24], [29, 12], [31, 16], [31, 21]]",6.376445526257157e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_056,"[[23, 29], [24, 15], [26, 22], [28, 31], [30, 2]]",3.4952652640640736e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_057,"[[22, 21], [25, 15], [28, 1], [28, 4], [28, 30]]",5.040451651439071e-05,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_058,"[[22, 1], [26, 16], [26, 26], [29, 17], [31, 29]]",2.3571192286908627e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_059,"[[24, 2], [24, 31], [27, 11], [29, 27], [30, 25]]",3.967608790844679e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_060,"[[22, 6], [27, 3], [27, 21], [28, 30], [31, 4]]",0.0001057072076946497,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_061,"[[23, 4], [24, 29], [26, 9], [30, 24], [31, 12]]",1.0840321920113638e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_062,"[[22, 31], [23, 28], [25, 6], [27, 12], [29, 25]]",6.27809640718624e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_063,"[[24, 7], [27, 3], [27, 17], [27, 31], [28, 23]]",1.5558798622805625e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_064,"[[26, 7], [26, 30], [28, 30], [29, 9], [31, 11]]",8.129551133606583e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_065,"[[22, 23], [26, 7], [27, 18], [27, 31], [28, 25]]",2.233369741588831e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_066,"[[28, 25], [29, 5], [29, 17], [29, 25], [30, 5]]",6.794361979700625e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_067,"[[23, 15], [24, 31], [27, 8], [28, 29], [30, 4]]",2.1138694137334824e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_068,"[[25, 25], [26, 9], [28, 8], [28, 29], [30, 20]]",4.880421329289675e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_069,"[[22, 21], [23, 7], [25, 0], [27, 2], [29, 1]]",8.589850040152669e-07,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_070,"[[22, 17], [23, 15], [23, 23], [28, 25], [29, 0]]",3.989283868577331e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_071,"[[24, 29], [25, 30], [28, 19], [29, 14], [30, 26]]",2.344830136280507e-06,False,865,6.763884908562435
tree_grid,pythia-2.8b,natural,random_072,"[[23, 15], [26, 9], [26, 14], [26, 28], [30, 13]]",3.83401129511185e-06,False,865,6.763884908562435
